idx|Premise|Hypothesis|label
88790c|i know it is scary|It is perfectly normal, it's not terrifying at all.|1
105276c|A little embryo of a grown man in the midst of his midlife crisis.|The embryo was a child of 7 years old.|1
86296c|You'd have to invoke your own gods for the requisite charm.|This rite is only available to monotheistic, Christian men.|1
116379c|but this is America and our language is English|In America, our language is Zulu.|1
39250c|What the mustangers got to do with this?|There is no reason to ask if the mustangers have anything to do with this, is there?|1
99326c|There is a trade off between sensitivity and specificity defined by the receiver operator curve.|There was no give when the trade off began.|1
50976c|The slaves, San'doro corrected.|San'doro could not speak. |1
17693c|In landlord-tenant disputes, small claims and housing matters, high numbers of poor litigants must argue pro se.|Poor litigants never have to go through housing matters.|1
80530c|work ethics oh right now it's getting it's maybe getting better|It is clear that it is getting worse.|1
101785c|We need to further examine and refine alcohol-screening questionnaires in the ED.|We need to study what we ask about seat belt use in the ED.|1
106532c|Are you really Uncle Hiram's son? she asked wonderingly.|She was certain that he was Uncle Hiram's uncle.|1
59656c|(You may recognize the name from the full-page ads the WJC buys in the Washington Post and New York Times to reprint Ruddy's articles.)|The Washington Post and New York times make all of their money from subscription fees.|1
71189c|Gilded bronze lions defend the throne.|Ceramic toads guard the throne.|1
40083c|Over a dozen studies have found significant associations between various measures of long-term exposure to PM and elevated rates of annual mortality (e.g.|There is no correlation between PM exposure and mortality rates. |1
55545c|Administering the Acid Rain Program has been a cost-effective experience.|The Acid Rain Program has been very expensive.|1
76003c|Note the impressive nave and faaade, excellent examples of Juan de Herrera's austere style, recalling the magnificent Escorial Palace near Madrid, which he also designed.|Juan de Herrera had a very ornate style.|1
4490c|Susan can pass impressions between people.|Susan's powers are limited to only herself. |1
95534c|Also, INS estimates training employees on the new provisions of the law will be $2,977,500 and $2,000,000 for additional forms and changes needed to current forms.|INS is not training employees because it's too costly.|1
25410c|But the criticism of Java on performance grounds, as if the performance problems were inherent in the security model, is not fair and is not accurate.|It is fair to criticize Java on performance grounds.|1
40608c|"You are actually playing into the criminal's hands."""|You are doing what the criminals hate.|1
28311c|Participants drew up an action-plan that could bring about their vision and in the context of what they anticipate the future will hold in terms of issues, funding and staff.|They didn't form a plan at all, they just winged it.|1
125757c|All those clever strategies depended on counterparts--on people and institutions who would provide cash now in return for the promise of German bonds, or whatever, later.|The plan called for German bonds to be sold now and paid for down the road.|1
41546c|The chief doorman, Mark Benecke, was under the misapprehension that he was the owner of Cypress Gardens in Queens.)|Mark Benecke was the owner of Cypress Gardens.|1
48986c|No one  We can't quote this guy.|Most people can repeat what he says.|1
29887c|I have a certain talent for deduction, and Dr. |I suck at deduction.|1
93717c|Sure a fool thing to do, ridin' there alone.|Riding there alone was the best idea and very smart.|1
41247c|Furthermore, Congress recently passed a Taxpayer Bill of Rights that makes it easier for taxpayers to sue the IRS and increases the amount of damages that can be collected in these suits.|A taxpayer can never collect damages from the IRS. |1
51304c| 'Who was your travelling partner to Paris in September 1767?'|You went alone to Paris in 1767.|1
113725c|i i remember seeing the video of it on MTV and i thought it was hideous it was oh i didn't like that either|I really liked seeing the video on MTV.|1
10051c|Indeed, Banks has written a useful survey of African-American scholars and writers and the ways in which they have worked throughout the history of the republic.|Banks often enjoys reading pieces about African-American history, but is not a writer himself.|1
