idx|Premise|Hypothesis|label
48077e|And no one cares whether Chihuly blows glass.|There is no one who cares if Chihuly blows glass. |0
110404e|She's never talked much.|She was always very quiet.|0
112564e|and uh somebody walks in there with a gun i mean they're going to want the money and you can tell by the people who are always caught that these people are there to get money for drugs i mean they don't want the money so uh so they can do something else with it|People who rob money usually use it for drugs.|0
114273e|All you have said is quite true, Monsieur Poirot. |Monsieur Poirot spoke the truth. |0
35285e|Shinjuku has Tokyo's largest discount camera stores, although these rarely offer better prices than those available from New York's famous mail-order outlets.|Good prices on cameras can be found by tourists who shop in the Shinjuku area while visiting Tokyo.|0
33753e|I look forward to the additional hearings you will need to address these important issues and to working with the Committee|The important issues will require more hearings to address.|0
35523e|i think my standard thing when i have company and i'm not too brave trying new recipes so a lot of times i will get the grill out and sometimes we do like surf and turf like we'll get some little filets wrap them up with bacon and then maybe do some little salmon steaks at the same time so that's my husband's deal he's out there you know|I'm not too brave when it comes to trying new recipes.|0
60573e|yeah they'll just i do too just go by your social security number and then look at your qualifications that you know that you have|They will use your social security number and judge your qualifications.|0
93784e|Now the Clintons' tactics often seem more Nixonian than New Age.|New Age is not the always way to describe the Clintons' tactics any longer.|0
22793e|He wasn't sure he wanted to, after all.|He didn't know if that was what he wanted.|0
144724e|One final puzzle, however, requires explanation.|Explanation is required for this final puzzle.|0
49235e|Friction between competing community groups nearly jeopardized the health study, which must reach community consensus and be funded by Sept. 30, 2003.|Competing community groups worked to reach a consensus about the health study. |0
41894e|White raised a brow.|He arched one of his eyebrows.|0
40088e|Famous graduates include Jonathan Swift, Oliver Goldsmith, Bram Stoker, Oscar Wilde, and Samuel Beckett; resistance heroes Robert Emmet and Wolf Tone also studied here.|Bram Stoker and Oscar Wilde both studied here.|0
104487e|Oh, yes, I had a little idea sometime ago �and it has turned out to be correct.|I thought it might be, and I was correct. |0
4736e|Also, Time reports that the IRS fails to collect $150 billion a year in owed taxes, largely because its ancient computer system is too crude to catch frauds.|IRS's computer system is too crude to catch frauds.|0
19440e|The ED seems like an appropriate venue for alcohol interventions because many ED patients have alcohol problems and the ED visit may represent a teachable moment.|The ED can be used as a teaching tool for people with alcoholism.|0
88275e|but when i moved to California and all of a sudden i had this uh surfeit of public television|I relocated to California and found myself with a surplus of public tv. |0
15502e|continue on but yeah i was sitting here looking at my Honda manual when i got the call|I was reading through my Honda manual when they called.|0
3335e|She was still sweet as they make them.|She was as sweet as possible.|0
22052e|i was beginning to think that was the only people on the network|I was starting to think that the network only had one group of people. |0
62617e|that's what i would do too|I would do that too.|0
2357e|But on the Sunday afternoon a message was brought to the house.|A message arrived at the house on Sunday.|0
71415e|Massouri has fleets of boats that offer day trips to the island of Telendos only a mile or so offshore.|Just a mile away lies the island of Telendos.|0
136615e|yes all all young Americans they did not specify you know exactly what young means|They just said young Americans, without giving a specific age.|0
32319e|OK gentlemen, I am getting annoyed by those ropes, and we still have the fabric for the canopy and the protective material to discuss.|He is getting annoyed by those ropes.|0
30903e|--A negative subsidy means that the direct loans or loan guarantees are estimated to make a profit, apart from administrative costs (which are excluded from the subsidy calculation by law).|If a direct loan is estimated to make a profit and it is called a negative subsidy.|0
168e|The 16th-century church is a rare ecclesiastical building by Andrea Palladio, the master Renaissance architect from nearby Vicenza whose classic designs have so dominated aristocratic residential architecture throughout Europe and North America.|The house of worship was designed by a well known architect.|0
5413e|The Globe has an interview with the 14-year-old boy who at age 12 became the lover of the most reviled teacher in America, Mary Kay LeTourneau.|The Globe interviewed a child who fell in love with his teacher|0
73377e|Brownell also said a partnership with the Solano County Bar Association should help get the word out to attorneys who might want to donate their time.|The Solano County Bar Association could help with finding lawyers who would be willing to donate their time.|0
